#vmmid	vmmchannel	mmfe8-channel
0		0		0
0		1		1
0		2		2
0		3		3
0		4		4
0		5		5
0		6		6
0		7		7
0		8		8
0		9		9
0		10		10
0		11		11
0		12		12
0		13		13
0		14		14
0		15		15
0		16		16
0		17		17
0		18		18
0		19		19
0		20		20
0		21		21
0		22		22
0		23		23
0		24		24
0		25		25
0		26		26
0		27		27
0		28		28
0		29		29
0		30		30
0		31		31
0		32		32
0		33		33
0		34		34
0		35		35
0		36		36
0		37		37
0		38		38
0		39		39
0		40		40
0		41		41
0		42		42
0		43		43
0		44		44
0		45		45
0		46		46
0		47		47
0		48		48
0		49		49
0		50		50
0		51		51
0		52		52
0		53		53
0		54		54
0		55		55
0		56		56
0		57		57
0		58		58
0		59		59
0		60		60
0		61		61
0		62		62
0		63		63
1		0		64
1		1		65
1		2		66
1		3		67
1		4		68
1		5		69
1		6		70
1		7		71
1		8		72
1		9		73
1		10		74
1		11		75
1		12		76
1		13		77
1		14		78
1		15		79
1		16		80
1		17		81
1		18		82
1		19		83
1		20		84
1		21		85
1		22		86
1		23		87
1		24		88
1		25		89
1		26		90
1		27		91
1		28		92
1		29		93
1		30		94
1		31		95
1		32		96
1		33		97
1		34		98
1		35		99
1		36		100
1		37		101
1		38		102
1		39		103
1		40		104
1		41		105
1		42		106
1		43		107
1		44		108
1		45		109
1		46		110
1		47		111
1		48		112
1		49		113
1		50		114
1		51		115
1		52		116
1		53		117
1		54		118
1		55		119
1		56		120
1		57		121
1		58		122
1		59		123
1		60		124
1		61		125
1		62		126
1		63		127
2		0		128
2		1		129
2		2		130
2		3		131
2		4		132
2		5		133
2		6		134
2		7		135
2		8		136
2		9		137
2		10		138
2		11		139
2		12		140
2		13		141
2		14		142
2		15		143
2		16		144
2		17		145
2		18		146
2		19		147
2		20		148
2		21		149
2		22		150
2		23		151
2		24		152
2		25		153
2		26		154
2		27		155
2		28		156
2		29		157
2		30		158
2		31		159
2		32		160
2		33		161
2		34		162
2		35		163
2		36		164
2		37		165
2		38		166
2		39		167
2		40		168
2		41		169
2		42		170
2		43		171
2		44		172
2		45		173
2		46		174
2		47		175
2		48		176
2		49		177
2		50		178
2		51		179
2		52		180
2		53		181
2		54		182
